matched_papers,jaccard_mean,jaccard_median,avg_topics_3,avg_topics_4,avg_delta_(4-3),pct_papers_4_more,pct_papers_equal,pct_papers_4_less,unique_topics_3,unique_topics_4,unique_topics_common,unique_topics_new_in_4,unique_topics_missing_in_4,unique_topics_enhancement_pct,total_topic_assignments_3,total_topic_assignments_4,total_assignments_enhancement_pct,topics_per_paper_3_q00,topics_per_paper_3_q10,topics_per_paper_3_q25,topics_per_paper_3_q50,topics_per_paper_3_q75,topics_per_paper_3_q90,topics_per_paper_3_q95,topics_per_paper_3_q99,topics_per_paper_3_q100,topics_per_paper_4_q00,topics_per_paper_4_q10,topics_per_paper_4_q25,topics_per_paper_4_q50,topics_per_paper_4_q75,topics_per_paper_4_q90,topics_per_paper_4_q95,topics_per_paper_4_q99,topics_per_paper_4_q100
10000,0.7680756449573564,0.8,6.8898,7.3764,0.4866,33.300000000000004,50.83,15.870000000000001,6811,7200,6599,601,212,5.7113492879166055,68898,73764,7.062614299399112,0.0,4.0,5.0,5.0,8.0,12.0,14.0,21.0,39.0,0.0,4.0,5.0,5.0,9.0,13.0,16.0,23.0,47.0
